sequencialPrecedente,tipoPrecedente,numeroPrecedente,dataPrimeiraAfetacao,dataJulgamento,dataPublicacaoAcordao,situacao,informacoesComplementares,questaoSubmetidaAJulgamento,teseFirmada,anotacoesNUGEPNAC,delimitacaoJulgado,entendimentoAnterior,referenciaLegislativa,referenciaSumular,sumulaOriginada,audienciaPublica,dataAudienciaPublica,orgaoJulgador,Assuntos,numeroRepercussaoGeralSTF,descricaoRepercussaoGeral
912,Tema,656,,,,Cancelado,,"Discussão: termo ad quem da obrigação de pagar dividendos.
",,"Processos destacados de ofício pelo relator.
",,,,,,N,,S2,"7703- Pagamento, 899- DIREITO CIVIL, 7681- Obrigações",,
913,Tema,657,2013-05-31,2014-03-12,2014-03-19,Trânsito em Julgado,,"Discussão referente à legitimidade ativa do cessionário para o ajuizamento de ação de complementação de ações.
","O cessionário de contrato de participação financeira tem legitimidade para ajuizar ação de complementação de ações somente na hipótese em que o instrumento de cessão lhe conferir, expressa ou implicitamente, o direito à subscrição de ações, conforme apurado nas instâncias ordinárias.
","pProcessos destacados de ofício pelo relator.
Correção de erro material, consistente na substituição da palavra ""tacitamente"" por implicitamente no enunciado da tese (julgamento dos Embargos de Declaração).
Ver Temas 658/STJ, 659/STJ e 741/STJ
",,,,,,N,,S2,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO,,
914,Tema,658,2013-05-31,2014-03-12,2014-03-19,Trânsito em Julgado,,"Discussão referente ao critério para a conversão das ações em perdas e danos.
","Converte-se a obrigação de subscrever ações em perdas e danos multiplicando-se o número de ações devidas pela cotação destas no fechamento do pregão da Bolsa de Valores no dia do trânsito em julgado da ação de complementação de ações, com juros de mora desde a citação.
","Processos destacados de ofício pelo relator.
1. Complementação de ações relativas a contrato de participação financeira para aquisição de linha telefônica.
2. O presente repetitivo não se aplica às ações em que se pleiteia a restituição do valor investido (Embargos de Declaração).

Ver Temas 657/STJ, 659/STJ e 741/STJ
",,,,,,N,,S2,"899- DIREITO CIVIL, 7698- Perdas e Danos",,
915,Tema,659,2013-05-31,2014-03-12,2014-03-19,Trânsito em Julgado,,"Discussão relativa ao termo a quo da correção monetária sobre os dividendos.
","Sobre o valor dos dividendos não pagos, incide correção monetária desde a data de vencimento da obrigação, nos termos do art. 205, § 3º, Lei 6.404/76, e juros de mora desde a citação.
","Processos destacados de ofício pelo relator.
1. Controvérsia: ""critérios para conversão em perdas e danos da obrigação de pagar dividendos.""
2. Complementação de ações relativas a contrato de participação financeira para aquisição de linha telefônica.
3. Houve necessidade de desmembramento do tema 659 por conter dois temas autônomos (ns. 659 e 741).

Ver Temas 657/STJ, 658/STJ e 741/STJ
",,,,,,N,,S2,"899- DIREITO CIVIL, 7703- Pagamento, 7698- Perdas e Danos",,
1221,Tema,660,2013-06-04,2014-09-24,2014-12-02,Trânsito em Julgado,,"O feito em que se busca a concessão de benefício previdenciário deve ser extinto sem julgamento do mérito, por falta de interesse processual, sempre que não houver prévio requerimento ou comunicação desse pedido ao INSS na via administrativa.","""(...)a concessão de benefícios previdenciários depende de requerimento administrativo"", conforme decidiu o Plenário do Supremo Tribunal Federal, no julgamento do RE 631.240/MG, sob o rito do artigo 543-B do CPC, observadas ""as situações de ressalva e fórmula de transição a ser aplicada nas ações já ajuizadas até a conclusão do aludido julgamento (03/9/2014) ""","RRC de Origem (art. 543-C, § 1º, do CPC/73).Sessão de 24/09/2014 - ""a Seção, por unanimidade, deu parcial provimento ao recurso especial para que o juiz de 1º grau aplique as regras de modulação estipuladas pelo Supremo Tribunal Federal no julgamento do Recurso Extraordinário 631.240/MG e decidiu cancelar a submissão do presente recurso ao rito do art. 543-C do Código de Processo Civil, nos termos do voto do Sr. Ministro Relator, que retificou seu voto""Sessão de 22/10/2014 - ""a Seção, por unanimidade, aprovou a questão de ordem, no sentido de o presente recurso voltar a tramitar sob o rito do art. 543-C do CPC, nos termos apresentados pelo Sr. Min. Relator [...]""",,,,,,N,,S1,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8942- Extinção do Processo Sem Resolução de Mérito",350,Prévio requerimento administrativo como condição para o acesso ao Judiciário.
917,Tema,661,,,,Cancelado,,"Discussão: possibilidade de concessão de aposentadoria rural por idade a segurado que exerceu atividade urbana no período de carência.
",,"RRC de Origem (art. 543-C, § 1º, do CPC/73).
Tema cancelado por determinação da ministra relatora do REsp 1.611.498/RS, conforme decisão publicada no DJe de 24/08/2016.
",,,,,,N,,S1,"6168- Períodos de Carência, 195- DIREITO PREVIDENCIÁRIO, 6098- Aposentadoria Rural (Art. 48/51)",,
918,Tema,662,2013-06-14,2014-03-12,2014-03-19,Trânsito em Julgado,,"Discussão referente à possibilidade de utilização da tabela do Conselho Nacional de Seguros Privados - CNSP ou da Superintendência de Seguros Privados - SUSEP para se estabelecer a proporcionalidade da indenização, nos casos de acidentes ocorridos anteriormente à entrada em vigor da Medida Provisória nº 451, 15 de dezembro de 2008, convertida na Lei 11.945/09.","Validade da utilização de tabela do CNSP para se estabelecer a proporcionalidade da indenização ao grau de invalidez, na hipótese de sinistro anterior a 16/12/2008, data da entrada em vigor da Medida Provisória 451/08.","RRC de Origem (art. 543-C, § 1º, do CPC/73).",,,,,544,N,,S2,"9597- Seguro, 899- DIREITO CIVIL",,
919,Tema,663,,,,Cancelado,,"Discussão: aplicabilidade da Súmula 389/STJ à exibição incidental de documentos.
",,"Processos destacados de ofício pelo relator.
",,,,389,,N,,S2,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO,,
920,Tema,664,,,,Cancelado,,Discussão: ônus da prova da existência da contratação nas demandas por complementação de ações.,,Processos destacados de ofício pelo relator.,,,,,,N,,S2,"8990- Provas, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",,
921,Tema,665,,,,Cancelado,,Discussão: aplicabilidade da presunção de veracidade do art. 359 do Código de Processo Civil às demandas por complementação de ações.,,Processos destacados de ofício pelo relator.,,,,,,N,,S2,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO,,
922,Tema,666,2013-09-05,2014-02-26,2014-03-07,Trânsito em Julgado,,"Discussão acerca da validade da cláusula de contrato de planta comunitária de telefonia - PCT que isenta a companhia de restituir ao consumidor o valor investido ou de subscrever-lhe ações.
","É válida, no sistema de planta comunitária de telefonia - PCT, a previsão contratual ou regulamentar que desobrigue a companhia de subscrever ações em nome do consumidor ou de lhe restituir o valor investido.
","Processos destacados de ofício pelo relator.
",,,,,,N,,S2,7771- Contratos de Consumo,,
923,Tema,667,2013-06-17,2014-02-26,2014-03-10,Trânsito em Julgado,,"Discussão sobre a possibilidade de ser dispensada a fase de liquidação de sentença nas demandas por complementação de ações.
","O cumprimento de sentença condenatória de complementação de ações dispensa, em regra, a fase de liquidação de sentença.
","Processos destacados de ofício pelo relator.
",,,,,,N,,S2,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9148- Liquidação / Cumprimento / Execução",,
924,Tema,668,2013-06-24,2014-06-11,2014-08-01,Trânsito em Julgado,,"Discussão sobre o termo inicial da prescrição nas demandas por indenização do seguro DPVAT nos casos de invalidez permanente da vítima.
","O termo inicial do prazo prescricional, na ação de indenização, é a data em que o segurado teve ciência inequívoca do caráter permanente da invalidez.
","Processos destacados de ofício pelo relator.
Ver Tema 875/STJ.
",,,,,573,N,,S2,"9597- Seguro, 5632- Prescrição e Decadência, 899- DIREITO CIVIL",,
925,Tema,669,2013-06-04,2014-06-11,2014-06-17,Trânsito em Julgado,,"Discussão: possibilidade de cumulação de dividendos e juros sobre capital próprio.
","Cabimento da cumulação de dividendos e juros sobre capital próprio nas demandas por complementação de ações de empresas de telefonia.
","Processos destacados de ofício pelo relator.
Ver Temas 670/STJ e 873/STJ
",,,,,551,N,,S2,899- DIREITO CIVIL,,
926,Tema,670,2013-06-04,2014-06-11,2014-06-17,Trânsito em Julgado,,"Possibilidade de inclusão de juros sobre capital próprio nos cálculos exequendos sem previsão no título executivo judicial.
","Descabimento da inclusão dos dividendos ou dos juros sobre capital próprio no cumprimento da sentença condenatória à complementação de ações sem expressa previsão no título executivo.
","Processos destacados de ofício pelo relator.
Ver Temas 669/STJ e 873/STJ
",,,,,551,N,,S2,"9148- Liquidação / Cumprimento / Execução, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",,
927,Tema,671,2013-06-20,2014-05-14,2014-05-21,Trânsito em Julgado,,"Discussão: atribuição do encargo de antecipar os honorários periciais ao autor da liquidação de sentença, no caso de perícia determinada de ofício.
","Na liquidação por cálculos do credor, descabe transferir do exequente para o executado o ônus do pagamento de honorários devidos ao perito que elabora a memória de cálculos.
","Processos destacados de ofício pelo relator.
Na hipótese de liquidação por arbitramento ou por artigos, veja o TEMA 871.
",,,,,,N,,S2,"9148- Liquidação / Cumprimento / Execução, 9258- Honorários Periciais, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",,
928,Tema,672,2013-06-20,2014-05-14,2014-05-21,Trânsito em Julgado,,"Possibilidade de atribuição do encargo ao réu, na hipótese em que o autor seja beneficiário da gratuidade da justiça.
","Se o credor for beneficiário da gratuidade da justiça, pode-se determinar a elaboração dos cálculos pela contadoria judicial.
","Processos destacados de ofício pelo relator.
",,,,,,N,,S2,"8843- Assistência Judiciária Gratuita, 9148- Liquidação / Cumprimento / Execução, 9258- Honorários Periciais, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",,
929,Tema,673,2013-06-20,2014-05-07,2014-05-19,Trânsito em Julgado,,"Discussão: necessidade de indicação expressa do valor entendido como correto, no caso de impugnação fundada na tese de excesso de execução.
","Na hipótese do art. 475-L, § 2º, do CPC, é indispensável apontar, na petição de impugnação ao cumprimento de sentença, a parcela incontroversa do débito, bem como as incorreções encontradas nos cálculos do credor, sob pena de rejeição liminar da petição, não se admitindo emenda à inicial.
","Processos destacados de ofício pelo relator.
BRASIL TELECOM S/A
",,,,,,N,,CE,"9148- Liquidação / Cumprimento / Execução, 9518- Efeito Suspensivo / Impugnação / Embargos à Execução, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",,
930,Tema,674,2013-06-04,2015-03-04,2015-05-06,Trânsito em Julgado,,"Discussão: possibilidade de cancelamento da distribuição da impugnação ao cumprimento de sentença no caso de não recolhimento das custas no prazo de 30 dias.
","Cancela-se a distribuição da impugnação ao cumprimento de sentença ou dos embargos à execução na hipótese de não recolhimento das custas no prazo de 30 dias, independentemente de prévia intimação da parte.
","Processos destacados de ofício pelo relator.
",,,,,,N,,CE,"9148- Liquidação / Cumprimento / Execução, 10658- Custas, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",,
931,Tema,675,2013-06-04,2015-03-04,2015-05-06,Trânsito em Julgado,,"Discussão: (i) possibilidade de cancelamento da distribuição da impugnação ao cumprimento de sentença no caso de não recolhimento das custas no prazo de 30 dias; (ii) necessidade de prévia intimação da parte impugnante.
","Cancela-se a distribuição da impugnação ao cumprimento de sentença ou dos embargos à execução na hipótese de não recolhimento das custas no prazo de 30 dias, independentemente de prévia intimação da parte.
","Processos destacados de ofício pelo relator.
",,,,,,N,,CE,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 10658- Custas, 9148- Liquidação / Cumprimento / Execução",,
932,Tema,676,2013-06-04,2015-03-04,2015-05-06,Trânsito em Julgado,,"Discussão: (i) possibilidade de cancelamento da distribuição da impugnação ao cumprimento de sentença no caso de não recolhimento das custas no prazo de 30 dias; (ii) necessidade de prévia intimação da parte impugnante; (iii) efeitos do recolhimento efetuado após o prazo de 30 dias, mas antes do efetivo cancelamento da distribuição.","Não se determina o cancelamento da distribuição se o recolhimento das custas, embora intempestivo, estiver comprovado nos autos.","Processos destacados de ofício pelo relator.Ver Temas 674/STJ e 675/STJ.Complementação de ações de cumprimento de sentença.Trata-se, conforme se confere do item 1.1. da tese firmada para os fins do art. 543-C do CPC, de ""impugnação ao cumprimento de sentença ou dos embargos à execução"".",,,,,,N,,CE,"10658- Custas, 8928-  Prazo, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",,
933,Tema,677,2013-06-04,2014-05-07,2014-05-21,Trânsito em Julgado,"Há determinação de suspensão do processamento dos recursos especiais e agravos em recurso especial que versem sobre idêntica questão de direito e que estejam pendentes de apreciação em todo no território nacional, no segundo grau de jurisdição ou nesta Corte. ""Outrossim, ressalva-se, desde já, a possibilidade de tramitação regular das execuções em curso em relação às parcelas não controvertidas, isto é, em relação ao valor depositado judicialmente e acrescido da correção monetária e juros pagos pela instituição financeira depositária."" (acórdão publicado o DJe de 28/10/2020).","Proposta de revisão da tese firmada pela Segunda Seção no REsp 1.348.640/RS, relatoria do Ministro Paulo de Tarso Sanseverino, para definição de: se, na execução, o depósito judicial do valor da obrigação, com a consequente incidência de juros e correção monetária a cargo da instituição financeira depositária, isenta o devedor do pagamento dos encargos decorrentes da mora, previstos no título executivo judicial ou extrajudicial, independentemente da liberação da quantia ao credor.","Na execução, o depósito efetuado a título de garantia do juízo ou decorrente da penhora de ativos financeiros não isenta o devedor do pagamento dos consectários de sua mora, conforme previstos no título executivo, devendo-se, quando da efetiva entrega do dinheiro ao credor, deduzir do montante final devido o saldo da conta judicial.","Dados parcialmente recuperados via sistema Athos e Projeto Accordes.Questão de Ordem acolhida no REsp 1.820.963/SP, na Terceira Turma, em sessão realizada em 25/8/2020, para, nos termos do art. 34, inciso XII, do RISTJ, afetar a questão à Corte Especial, enquanto órgão julgador do Tema 677/STJ, conforme voto Ministro Paulo de Tarso Sanseverino que, no ensejo, propôs a submissão à Corte Especial, em paralelo, dos recursos representativos da controvérsia de sua relatoria - REsps 1.866.971/RS e 1.868.124/RS - para complementar a revisitação do Tema 677/STJ.Questão de Ordem acolhida no REsp 1.820.963/SP, na Corte Especial, em sessão realizada em 7/10/2020, para instaurar procedimento de revisão do tema 677/STJ, nos termos do voto da Sra. Ministra Relatora.Vide Controvérsia n. 190/STJ.",,"Tese firmada pela Segunda Seção no julgamento do REsp 1.348.640/SP, acórdão publicado no DJe de 21/05/2014 que se propõe a revisar:

Na fase de execução, o depósito judicial do montante (integral ou parcial) da condenação extingue a obrigação do devedor, nos limites da quantia depositada.
",,,,N,,CE,9580- Espécies de Contratos,,
934,Tema,678,2013-06-04,2014-03-19,2014-06-27,Trânsito em Julgado,,"Discussão: aplicação de índices de deflação na correção monetária de crédito oriundo de título executivo judicial.
","Aplicam-se os índices de deflação na correção monetária de crédito oriundo de título executivo judicial, preservado o seu valor nominal.
","Processos destacados de ofício pelo relator.
",,,,,519,N,,CE,"899- DIREITO CIVIL, 7697- Correção Monetária",,
935,Tema,679,2013-05-29,2014-03-26,2014-05-05,Cancelado,,"Discussão referente à ação indenizatória por danos materiais e morais promovida por pescadores em razão de acidente ambiental ocorrido no rio Sergipe, em que se discute 1) cerceamento de defesa, 2) caracterização da condição de pescador profissional, 3) aplicabilidade da Teoria do Risco Integral, 4) a inexistência de dano moral e material, 5) os valores arbitrados a título de reparação por lucros cessantes e por dano moral e 6) distribuição do ônus da sucumbência de forma recíproca.
",,"RRC de Origem (art. 543-C, § 1º, do CPC/73).
1. ""Ação indenizatória em face de PETRÓLEO BRASILEIRO S.A. - PETROBRAS em virtude de vazamento de cerca de 43.000 litros de amônia da Fábrica de Fertilizantes - Fafen/SE, subsidiária da Petrobrás, ocorrido em 05 de outubro de 2008, na área de vegetação permanente, margens, mangues e águas do Rio Sergipe"".
2. A análise da questão referente ao cerceamento de defesa encontra óbice na Súmula 7/STJ.
",,,,,,N,,S2,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO,,
936,Tema,680,2013-05-29,2014-03-26,2014-05-05,Trânsito em Julgado,,"Questão referente à ação indenizatória por danos materiais e morais promovida por pescadores em razão de acidente ambiental ocorrido no rio Sergipe, em que se discute a legitimidade processual do autor da ação.
","Para demonstração da legitimidade para vindicar indenização por dano ambiental que resultou na redução da pesca na área atingida, o registro de pescador profissional e a habilitação ao benefício do seguro-desemprego, durante o período de defeso, somados a outros elementos de prova que permitam o convencimento do magistrado acerca do exercício dessa atividade, são idôneos à sua comprovação.
","RRC de Origem (art. 543-C, § 1º, do CPC/73).
1. Controvérsia: ""caracterização da condição de pescador profissional em ação indenizatória por danos materiais e morais promovida por pescadores em razão de acidente ambiental ocorrido no rio Sergipe.""
2. ""Ação indenizatória em face de PETRÓLEO BRASILEIRO S.A. - PETROBRAS em virtude de vazamento de cerca de 43.000 litros de amônia da Fábrica de Fertilizantes - Fafen/SE, subsidiária da Petrobrás, ocorrido em 05 de outubro de 2008, na área de vegetação permanente, margens, mangues e águas do Rio Sergipe"".
",,,,,,N,,S2,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO,,
937,Tema,681,2013-05-29,2014-03-26,2014-05-05,Trânsito em Julgado,,"Questão referente à ação indenizatória por danos materiais e morais promovida por pescadores em razão de acidente ambiental ocorrido no rio Sergipe, em que se discute a aplicabilidade da Teoria do Risco Integral.
","A responsabilidade por dano ambiental é objetiva, informada pela teoria do risco integral, sendo o nexo de causalidade o fator aglutinante que permite que o risco se integre na unidade do ato, sendo descabida a invocação, pela empresa responsável pelo dano ambiental, de excludentes de responsabilidade civil para afastar a sua obrigação de indenizar.
","RRC de Origem (art. 543-C, § 1º, do CPC/73).
1. Controvérsia: ""aplicabilidade da Teoria do Risco Integral em ação indenizatória por danos materiais e morais promovida por pescadores em razão de acidente ambiental ocorrido no rio Sergipe.""
2. ""Ação indenizatória em face de PETRÓLEO BRASILEIRO S.A. - PETROBRAS em virtude de vazamento de amônia da Fábrica de Fertilizantes - Fafen/SE, subsidiária da Petrobrás, ocorrido em 05 de outubro de 2008, na área de vegetação permanente, margens, mangues e águas do Rio Sergipe"".
",,,,,,N,,S2,"10439- Indenização por Dano Material, 10438- Dano Ambiental, 10433- Indenização por Dano Moral, 10431- Responsabilidade Civil, 899- DIREITO CIVIL",,
938,Tema,682,,,,Cancelado,,"Ação indenizatória por danos materiais e morais promovida por pescadores em razão de acidente ambiental ocorrido no rio Sergipe.
",,"RRC de Origem (art. 543-C, § 1º, do CPC/73).
""Ação indenizatória em face de PETRÓLEO BRASILEIRO S.A. - PETROBRAS em virtude de vazamento de amônia da Fábrica de Fertilizantes - Fafen/SE, subsidiária da Petrobrás, ocorrido em 05 de outubro de 2008, na área de vegetação permanente, margens, mangues e águas do Rio Sergipe"".
",,,,,,N,,S2,"10439- Indenização por Dano Material, 10433- Indenização por Dano Moral, 10438- Dano Ambiental, 899- DIREITO CIVIL",,
939,Tema,683,2013-05-29,2014-03-26,2014-05-05,Trânsito em Julgado,,"Questão referente à ação indenizatória por danos morais promovida por pescadores em razão de acidente ambiental ocorrido no rio Sergipe, em que se discute os valores arbitrados a título de dano moral.
","Em vista das circunstâncias específicas e homogeneidade dos efeitos do dano ambiental verificado no ecossistema do rio Sergipe - afetando significativamente, por cerca de seis meses, o volume pescado e a renda dos pescadores na região afetada -, sem que tenha sido dado amparo pela poluidora para mitigação dos danos morais experimentados e demonstrados por aqueles que extraem o sustento da pesca profissional, não se justifica, em sede de recurso especial, a revisão do quantum arbitrado, a título de compensação por danos morais, em R$ 3.000,00 (três mil reais).
","RRC de Origem (art. 543-C, § 1º, do CPC/73).
1. Controvérsia: ""valores arbitrados a título de reparação por lucros cessantes e por dano moral em ação indenizatória por danos materiais e morais promovida por pescadores em razão de acidente ambiental ocorrido no rio Sergipe.""
2. Desmembramento: o TEMA 683 passou a tratar apenas da tese referente ao dano moral.
3. A tese referente aos lucros cessantes passou a ser tratada no TEMA 834.
4. ""Ação indenizatória em face de PETRÓLEO BRASILEIRO S.A. - PETROBRAS em virtude de vazamento de amônia da Fábrica de Fertilizantes - Fafen/SE, subsidiária da Petrobrás, ocorrido em 05 de outubro de 2008, na área de vegetação permanente, margens, mangues e águas do Rio Sergipe.""
",,,,,,N,,S2,"899- DIREITO CIVIL, 10438- Dano Ambiental, 10439- Indenização por Dano Material, 10433- Indenização por Dano Moral",,
940,Tema,684,2013-05-29,2014-03-26,2014-05-05,Cancelado,,"Questão referente à ação indenizatória por danos materiais e morais promovida por pescadores em razão de acidente ambiental ocorrido no rio Sergipe, em que se discute a distribuição do ônus da sucumbência de forma recíproca.
",,"RRC de Origem (art. 543-C, § 1º, do CPC/73).
""Ação indenizatória em face de PETRÓLEO BRASILEIRO S.A. - PETROBRAS em virtude de vazamento de cerca de 43.000 litros de amônia da Fábrica de Fertilizantes - Fafen/SE, subsidiária da Petrobrás, ocorrido em 05 de outubro de 2008, na área de vegetação permanente, margens, mangues e águas do Rio Sergipe"".
",,,,,,N,,S2,"8874- Sucumbência, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",,
941,Tema,685,2013-06-25,2014-05-21,2014-10-14,Acórdão Publicado,"1. A suspensão abrange todos os processos que se encontrem em fase de liquidação ou de cumprimento de sentença, nos quais a questão relativa ao termo inicial dos juros de mora tenha surgido e ainda não tenha recebido solução definitiva;2. Não há óbice para o processamento de novos pedidos de liquidação ou cumprimento de sentença, ou para eventuais homologações de acordo;3. A suspensão terminará com o julgamento do presente recurso repetitivo.",Discussão quanto ao termo inicial dos juros de mora de sentença proferida em Ação Civil Pública é a citação na liquidação daquela sentença coletiva.,"Os juros de mora incidem a partir da citação do devedor no processo de conhecimento da Ação Civil Pública quando esta se fundar em responsabilidade contratual, cujo inadimplemento já produza a mora, salvo a configuração da mora em momento anterior.","Processos destacados de ofício pelo relator.Em decisão publicada no DJe de 26/4/2021, no RE 632.212/SP, o Ministro Relator Gilmar Mendes, determinou a suspensão de todos os processos em fase recursal que versem sobre expurgos inflacionários referentes aos valores bloqueados do Plano Collor I (tema 284) e do Plano Collor II (tema 285), excluindo-se os processos em fase de execução, liquidação e/ou cumprimento de sentença e os que se encontrem em fase instrutória. Em decisão publicada no DJe de 23/10/2020 nos Recursos Especiais n. 1.370.899/SP e 1.361.800/SP, foi determinada a suspensão do processamento dos referidos feitos, enquanto perdurar a ordem do Supremo Tribunal Federal de pedido de suspensão acolhido no RE 632.212/SP, Rel. Gilmar Mendes.Em nova decisão publicada no DJe de 20/9/2023 nos Recursos Especiais n. 1.370.899/SP e 1.361.800/SP, foi determinada a reforma da ordem de suspensão e a retomada do regular andamento processual dos referidos processos.",,,,,,N,,CE,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO,,
942,Tema,686,2013-08-13,2014-04-09,2014-06-17,Trânsito em Julgado,,"Questão atinente à obrigatoriedade de chamamento ao processo (art. 77, III, do CPC) da União nas demandas que envolvem a pretensão de fornecimento de medicamentos.","O chamamento ao processo da União com base no art. 77, III, do CPC, nas demandas propostas contra os demais entes federativos responsáveis para o fornecimento de medicamentos ou prestação de serviços de saúde, não é impositivo, mostrando-se inadequado opor obstáculo inútil à garantia fundamental do cidadão à saúde.",Processos destacados de ofício pelo relator.,,,,,,N,,S1,"11884- Fornecimento de Medicamentos, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",,
943,Tema,687,2013-08-15,2014-04-23,2014-12-05,Trânsito em Julgado,,"Discussão acerca da incidência de contribuição previdenciária sobre a seguinte verba trabalhista: horas extras.
","As horas extras e seu respectivo adicional constituem verbas de natureza remuneratória, razão pela qual se sujeitam à incidência de contribuição previdenciária.
","Processo destacado de ofício pelo relator.
",,,,,,N,,S1,"14- DIREITO TRIBUTÁRIO, 6065- Hora Extra, 6048- Contribuições Previdenciárias",,
944,Tema,688,2013-08-15,2014-04-23,2014-12-05,Trânsito em Julgado,,"Discussão acerca da incidência de contribuição previdenciária sobre a seguinte verba trabalhista: adicional noturno.
","O adicional noturno constitui verba de natureza remuneratória, razão pela qual se sujeita à incidência de contribuição previdenciária.
","Processo destacado de ofício pelo relator.
",,,,,,N,,S1,"6048- Contribuições Previdenciárias, 14- DIREITO TRIBUTÁRIO",,
945,Tema,689,2013-08-15,2014-04-23,2014-12-05,Trânsito em Julgado,,"Discussão acerca da incidência de contribuição previdenciária sobre a seguinte verba trabalhista: adicional de periculosidade.
","O adicional de periculosidade constitui verba de natureza remuneratória, razão pela qual se sujeita à incidência de contribuição previdenciária
","Processo destacado de ofício pelo relator.
",,,,,,N,,S1,"6048- Contribuições Previdenciárias, 14- DIREITO TRIBUTÁRIO",,
946,Tema,690,2013-08-27,2016-08-10,2016-10-05,Trânsito em Julgado,,"Discussão: se a declaração de inconstitucionalidade do art. 3°, § 1°, da Lei 9.718/1998, pelo STF, afasta automaticamente a presunção de certeza e de liquidez da CDA constituída sobre essa base legal, de modo a autorizar a extinção de ofício da Execução Fiscal.
","A declaração de inconstitucionalidade do art. 3°, § 1°, da Lei 9.718/1998, pelo STF, não afasta automaticamente a presunção de certeza e de liquidez da CDA, motivo pelo qual é vedado extinguir de ofício, por esse motivo, a Execução Fiscal.
","Processo destacado de ofício pelo relator.
",,,,,,N,,S1,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO,,
947,Tema,691,,,,Cancelado,,"Questão referente à necessidade de citação válida de todos os executados, em execução fiscal, a fim de possibilitar a utilização da penhora via BACEN-JUD.
",,"Processo destacado de ofício pelo relator.
",,,,,,N,,S1,"10938- Citação, 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO",,
